passID,timestamp,stationRef,vehicleRef,charge,hn,p
FBZ7059310,2020-11-2 14:25:36,KO00,FL13UMN92207,1.0,KO,home
NEV4163354,2020-11-2 14:38:51,EG11,CR31GMR97972,2.2,EG,home
ERP9448807,2020-11-2 14:47:24,EG00,PE73VJU23485,2.5,AO,away
YGH6959839,2020-11-2 15:07:40,OO06,QR03XCJ37459,2.8,OO,home
ZJS2475444,2020-11-2 15:53:41,AO03,DV04FQL29609,3.1,AO,home
GHY5471251,2020-11-2 16:14:44,EG06,TV81MAQ99005,2.8,EG,home
WQL7541690,2020-11-2 16:26:03,OO02,JF94VYA88954,2.8,OO,home
MDL2220926,2020-11-2 16:54:16,MR07,HR53SRO94328,13.0,MR,home
MSK0054626,2020-11-2 17:04:12,AO16,SY96JDQ97089,1.5,AO,home
QOW7371444,2020-11-2 17:50:38,OO11,RK48BOP88344,2.8,OO,home
MSU7859955,2020-11-2 20:02:43,AO08,RR73DWB65452,2.8,AO,home
GES8655255,2020-11-2 20:29:09,OO07,EM54HQI58682,2.8,OO,home
VOX9961866,2020-11-2 21:12:00,GF00,XF28DGK65250,2.0,GF,home
VZT7238680,2020-11-2 22:13:59,MR05,QH15HWX24570,3.1,MR,home
WHU6853466,2020-11-2 22:19:14,MR05,RR98KQE80731,1.25,MR,home
PKG1300488,2020-11-2 22:35:44,GF00,MA30QLI76818,2.5,GF,home
OOF7183219,2020-11-2 23:36:26,GF00,CK97FAU13897,2.5,GF,home
RJE3230381,2020-11-3 0:01:00,AO01,YL27IFD65117,2.0,AO,home
OAI3339951,2020-11-3 1:50:42,OO06,IC95TLY24827,2.0,OO,home
XPZ8329233,2020-11-3 1:59:11,AO10,BZ76ROL87339,1.0,AO,home
QRG2864881,2020-11-3 2:53:51,GF00,IO09FGE68100,2.8,GF,home
SAO8073023,2020-11-3 4:57:08,KO08,ED51EWW52190,2.8,KO,home
HZY2734291,2020-11-3 5:01:25,AO10,EE22TMX10817,2.8,OO,away
TOV3911539,2020-11-3 5:05:36,KO04,KB55KTM48860,2.5,KO,home
SYL3758307,2020-11-3 5:39:15,GF00,PF04UCA93312,3.1,GF,home
JTV4885551,2020-11-3 5:47:31,NE11,FY47TUN40300,1.0,NE,home
POW7247678,2020-11-3 6:15:10,KO01,PF04UCA93312,2.5,GF,away
VOT7315910,2020-11-3 6:24:55,MR00,UA13YTK28483,1.0,MR,home
LSI2352918,2020-11-3 6:39:15,OO09,IC95TLY24827,2.0,OO,home
VWN8207031,2020-11-3 7:10:22,KO07,RV87TIY76692,2.5,KO,home
HZU2380830,2020-11-3 8:51:22,MR07,QR03XCJ37459,2.0,OO,away
KUA6274868,2020-11-3 9:56:37,KO03,XV91YMP27722,2.0,MR,away
XWZ0935610,2020-11-3 10:36:27,MR07,UA13YTK28483,2.8,MR,home
JPB7925047,2020-11-3 11:22:43,AO10,BM25PHF40639,13.0,AO,home
ECX9440176,2020-11-3 11:24:16,GF00,LM86GYO69819,2.8,GF,home
BED6471788,2020-11-3 12:05:48,OO13,EE22TMX10817,2.0,OO,home
ZNW3622534,2020-11-3 12:06:47,NE05,EG95RTB75032,2.8,NE,home
YSM1068327,2020-11-3 12:23:59,AO12,SY96JDQ97089,1.5,AO,home
WMC8298936,2020-11-3 13:13:04,OO06,DV04FQL29609,1.5,AO,away
GVH6128567,2020-11-3 13:44:11,AO10,DV04FQL29609,3.1,AO,home
VEM3158109,2020-11-3 13:53:00,EG10,EC02LZC49528,2.8,EG,home
BSG7832277,2020-11-3 14:07:54,EG10,IW53OQE31439,2.8,EG,home
LLM4169240,2020-11-3 15:38:27,KO04,FL13UMN92207,1.0,KO,home
KYW9145410,2020-11-3 15:42:55,GF00,SL09NOT64494,2.5,GF,home
DAT2172652,2020-11-3 16:02:48,AO01,RR73DWB65452,2.8,AO,home
WQQ0437240,2020-11-3 16:55:43,NE07,NY14GZR94632,2.8,NE,home
TCC1703125,2020-11-3 17:25:26,EG06,CR31GMR97972,1.5,EG,home
BKH6230532,2020-11-3 17:28:06,MR05,IZ65WAT29135,2.0,MR,home
COX5238822,2020-11-3 18:49:38,MR04,KF48RSD79865,2.8,MR,home
HXB2856491,2020-11-3 19:00:08,AO11,JV67MTI17124,2.8,NE,away
PNA1925051,2020-11-3 19:28:59,MR04,RR98KQE80731,1.25,MR,home
TTR7333171,2020-11-3 22:52:23,KO06,QO77TFN61853,2.2,KO,home
WUH2783331,2020-11-3 23:01:25,MR02,CP56DAO45598,1.5,GF,away
LGJ1044329,2020-11-3 23:05:35,AO19,BZ76ROL87339,1.0,AO,home
WDI2120828,2020-11-3 23:56:42,OO04,SY96JDQ97089,2.2,AO,away
ONE0804594,2020-11-4 1:30:53,OO08,JF94VYA88954,2.8,OO,home
HBA3613890,2020-11-4 2:10:52,KO06,ZY93PCY41868,1.5,KO,home
QXY1828235,2020-11-4 2:21:28,AO04,PE73VJU23485,2.8,AO,home
ZHD1029049,2020-11-4 3:25:30,KO02,QO77TFN61853,2.2,KO,home
GSD8582257,2020-11-4 4:24:44,OO12,BK77KNV91142,2.8,OO,home
AEE3973563,2020-11-4 4:35:07,NE16,QP02SYE47964,2.8,NE,home
XGI6001941,2020-11-4 4:56:51,NE10,JV67MTI17124,2.5,NE,home
YKK1729466,2020-11-4 6:56:43,GF00,WU78BMX13511,1.0,GF,home
OBB2555280,2020-11-4 6:59:25,EG02,XV40HUQ04740,3.1,OO,away
OYU8359650,2020-11-4 8:42:14,GF00,PF04UCA93312,3.1,GF,home
KCX8899824,2020-11-4 9:27:28,NE05,CR31GMR97972,2.2,EG,away
JHR3542837,2020-11-4 10:05:28,KO03,MQ65WJJ60020,1.5,KO,home
GJM9575281,2020-11-4 11:16:31,GF00,SL09NOT64494,2.5,GF,home
WBX5255213,2020-11-4 11:35:26,MR01,UA13YTK28483,2.8,MR,home
CEK9957914,2020-11-4 11:50:14,EG01,OC94ASJ72024,1.5,AO,away
AIQ1169867,2020-11-4 11:50:53,NE16,QH15HWX24570,2.0,MR,away
ICB4589664,2020-11-4 13:08:04,KO06,RV87TIY76692,2.5,KO,home
VFB0090928,2020-11-4 13:38:41,KO04,HW75BKT77773,2.2,KO,home
OHR6588060,2020-11-4 13:44:05,GF00,BY85QGR11636,2.5,GF,home
NXV0470338,2020-11-4 14:31:08,EG04,XE59BZM26378,2.5,EG,home
UIC5568833,2020-11-4 16:15:33,MR08,BI87HYL81972,1.0,MR,home
CKJ5012832,2020-11-4 16:44:40,NE08,NZ35XLQ89678,1.0,NE,home
INQ9935271,2020-11-4 16:48:55,MR07,BI87HYL81972,1.0,MR,home
BUV3474069,2020-11-4 18:01:52,AO06,HR53SRO94328,2.8,MR,away
SQQ1264581,2020-11-4 20:46:10,OO13,TZ48CCW54765,1.5,EG,away
MVV7417482,2020-11-4 21:07:45,OO02,LC72NRN52084,3.1,OO,home
GUS0692942,2020-11-4 22:07:36,OO01,AT19HLV57173,2.8,OO,home
VFB4654222,2020-11-4 23:05:58,KO05,QN12NTR81378,3.1,GF,away
FJI5566989,2020-11-4 23:57:50,KO02,QO77TFN61853,2.2,KO,home
LCP4635026,2020-11-5 0:24:47,NE12,NZ35XLQ89678,1.5,NE,home
BNY6891038,2020-11-5 1:02:58,NE12,PM58XHX45588,1.5,NE,home
EDG5613130,2020-11-5 1:04:31,AO15,OC94ASJ72024,1.0,AO,home
ZOI7648085,2020-11-5 2:36:57,EG11,IN99SEN20660,2.8,EG,home
RNH1709556,2020-11-5 2:44:34,OO12,RK48BOP88344,2.8,OO,home
HWB7584928,2020-11-5 3:09:12,EG01,TE24LCO18661,1.25,EG,home
KOO2883245,2020-11-5 3:12:20,NE03,MX39VOS38645,3.1,AO,away
ESE2360767,2020-11-5 3:17:45,MR07,AT19HLV57173,2.8,OO,away
VOG8360997,2020-11-5 3:45:49,AO13,DV04FQL29609,3.1,AO,home
QPH1905531,2020-11-5 4:22:45,KO08,WY00MLL63827,1.0,KO,home
NNY4367062,2020-11-5 4:31:27,NE06,EG95RTB75032,2.8,NE,home
COM1781556,2020-11-5 4:57:43,NE05,QW79CHL42244,3.1,KO,away
QCM2958311,2020-11-5 5:08:31,OO13,EE22TMX10817,2.0,OO,home
TEF1006061,2020-11-5 5:46:58,AO02,OC94ASJ72024,1.0,AO,home
UUR7912378,2020-11-5 5:57:04,OO05,RK48BOP88344,2.8,OO,home
GYL3031582,2020-11-5 6:13:28,KO00,QW79CHL42244,2.8,KO,home
TBM4489364,2020-11-5 7:18:55,OO08,EM54HQI58682,2.8,OO,home
DZT6510053,2020-11-5 7:55:20,OO13,LG64ARC91224,2.8,AO,away
PVX6456289,2020-11-5 8:08:11,OO07,IC95TLY24827,2.0,OO,home
RXO6344929,2020-11-5 8:31:14,NE16,NY14GZR94632,2.8,NE,home
VIX8335307,2020-11-5 8:59:47,AO05,PE73VJU23485,2.8,AO,home
HPH0119785,2020-11-5 9:20:49,EG11,XE59BZM26378,2.5,EG,home
WNY8709766,2020-11-5 10:21:41,OO06,QR03XCJ37459,2.8,OO,home
GQL8556806,2020-11-5 10:25:06,MR08,QO68DIC93032,2.5,MR,home
PLD8648044,2020-11-5 13:44:46,NE05,IA29IQS63679,1.0,NE,home
NTP0121228,2020-11-5 14:00:08,KO09,FL13UMN92207,1.0,KO,home
NWJ9618388,2020-11-5 15:35:30,EG07,JD78PQD35395,1.0,EG,home
QGO2320615,2020-11-5 15:37:48,NE10,EG95RTB75032,2.8,NE,home
PWG9939370,2020-11-5 15:51:06,NE16,VX68BAR38623,1.5,NE,home
ISM4551140,2020-11-5 17:11:19,EG09,EC02LZC49528,2.8,EG,home
TLJ7229054,2020-11-5 17:22:53,AO04,YL27IFD65117,2.0,AO,home
YCK9138417,2020-11-5 17:58:52,AO08,DV04FQL29609,3.1,AO,home
TGY3993373,2020-11-5 18:14:02,GF00,MP14WFM40909,2.8,GF,home
BTK3276357,2020-11-5 18:29:34,KO03,QO77TFN61853,2.2,KO,home
PBR1185723,2020-11-5 19:42:59,OO05,QR03XCJ37459,2.8,OO,home
GEM4441666,2020-11-5 19:59:48,MR06,BI87HYL81972,1.0,MR,home
SHL8665046,2020-11-5 20:32:55,MR05,XV91YMP27722,2.5,MR,home
PAE9234874,2020-11-5 21:37:16,KO05,JO50FSF60755,2.2,KO,home
BYP0995524,2020-11-5 22:15:42,EG08,EC02LZC49528,2.8,EG,home
GNF9855891,2020-11-5 23:22:36,OO01,JF94VYA88954,2.8,OO,home
IDE6813462,2020-11-5 23:32:49,OO12,JF94VYA88954,2.8,OO,home
IWL4372017,2020-11-5 23:59:50,MR05,QO68DIC93032,2.5,MR,home
XDC8745394,2020-11-6 0:38:59,NE01,IA29IQS63679,1.0,NE,home
BHB5569225,2020-11-6 1:21:55,EG10,CM15YCB60994,2.0,EG,home
DWF6629024,2020-11-6 1:22:57,OO04,AT19HLV57173,2.8,OO,home
OUV4816990,2020-11-6 1:41:30,KO03,FL13UMN92207,1.0,KO,home
PVO8818168,2020-11-6 1:55:31,GF00,IO09FGE68100,2.8,GF,home
CYT5674092,2020-11-6 2:40:30,GF00,MA30QLI76818,2.5,GF,home
CPH1109641,2020-11-6 3:03:44,OO07,AY38OQF67603,2.8,OO,home
VXJ9991654,2020-11-6 3:19:49,OO02,WY00MLL63827,2.0,KO,away
QFK1461028,2020-11-6 3:53:54,EG10,MU06LHX94338,1.5,EG,home
JEC1951985,2020-11-6 4:21:32,EG05,TE24LCO18661,1.25,EG,home
IPP2323962,2020-11-6 5:14:10,EG01,EG95RTB75032,1.5,NE,away
DCN7550782,2020-11-6 5:51:57,AO02,DP11ENT03275,3.1,AO,home
IKC2096437,2020-11-6 5:56:03,KO00,UO75YNW62238,2.8,KO,home
XYR8439787,2020-11-6 6:08:49,EG00,TE24LCO18661,1.25,EG,home
XZQ2931224,2020-11-6 6:47:30,MR07,BI87HYL81972,1.0,MR,home
JML6221547,2020-11-6 7:01:23,AO19,LG64ARC91224,13.0,AO,home
AWE2476902,2020-11-6 7:31:14,EG07,QP02SYE47964,2.2,NE,away
YQN3190473,2020-11-6 7:54:09,EG01,XE59BZM26378,2.5,EG,home
BPM6164060,2020-11-6 7:56:56,NE02,WY00MLL63827,1.5,KO,away
XZO2119899,2020-11-6 8:02:55,MR07,HR53SRO94328,13.0,MR,home
KVC1865059,2020-11-6 8:35:42,AO06,CM15YCB60994,2.8,EG,away
MBU9453004,2020-11-6 9:14:40,MR01,HE38BQH01623,2.8,MR,home
RDM1875776,2020-11-6 9:22:50,OO00,QR03XCJ37459,2.8,OO,home
AMP7491795,2020-11-6 10:35:01,MR06,EZ65FLV39493,2.8,MR,home
PHR8399050,2020-11-6 10:53:07,KO04,WY00MLL63827,1.0,KO,home
NTS9475705,2020-11-6 12:50:30,OO06,AY38OQF67603,2.8,OO,home
UQC8428249,2020-11-6 14:09:43,MR06,QN23UHH39091,2.8,MR,home
SPZ4432733,2020-11-6 14:46:38,EG06,TV81MAQ99005,2.8,EG,home
BHP0770702,2020-11-6 15:00:07,OO02,FY47TUN40300,1.5,NE,away
FWG1186140,2020-11-6 15:03:28,AO18,BZ76ROL87339,2.8,AO,home
XRT9080682,2020-11-6 16:12:50,MR00,HE38BQH01623,2.8,MR,home
AWP6586726,2020-11-6 17:02:33,EG09,MU06LHX94338,1.5,EG,home
ODA9958273,2020-11-6 17:34:51,OO01,WU78BMX13511,2.2,GF,away
EPA7489340,2020-11-6 19:01:46,OO07,EE22TMX10817,2.0,OO,home
IBK8085825,2020-11-6 19:16:03,EG09,XE59BZM26378,2.5,EG,home
CFQ7583847,2020-11-6 19:50:45,NE00,OY94SZK34436,2.0,NE,home
QJM1667250,2020-11-6 19:51:45,OO05,RK48BOP88344,2.8,OO,home
FZY4424505,2020-11-6 20:40:34,GF00,YX66XYW62640,3.1,GF,home
LFI1927900,2020-11-6 21:24:20,EG09,CM15YCB60994,2.0,EG,home
DHZ9422937,2020-11-6 23:09:34,AO01,LG64ARC91224,13.0,AO,home
GEL5070265,2020-11-6 23:31:27,OO00,PE73VJU23485,1.0,AO,away
UUT5085930,2020-11-6 23:49:37,MR00,RR98KQE80731,1.25,MR,home
URA1757777,2020-11-7 0:16:18,EG07,HW75BKT77773,2.2,KO,away
FPS1634481,2020-11-7 1:02:17,GF00,MA30QLI76818,2.5,GF,home
EAX3882145,2020-11-7 1:34:20,GF00,IO09FGE68100,2.8,GF,home
QRT9954625,2020-11-7 1:50:23,NE00,FY47TUN40300,1.0,NE,home
QIW4072316,2020-11-7 2:18:53,GF00,MP14WFM40909,2.8,GF,home
EGE4971097,2020-11-7 2:46:02,NE11,EG95RTB75032,2.8,NE,home
EAI7146151,2020-11-7 4:35:48,EG07,CR31GMR97972,1.5,EG,home
NCA3549143,2020-11-7 5:17:59,KO00,KB55KTM48860,2.5,KO,home
BFY0519944,2020-11-7 5:44:25,NE08,ED51EWW52190,2.2,KO,away
SSH2778991,2020-11-7 5:47:55,AO17,BZ76ROL87339,1.0,AO,home
YLL8090461,2020-11-7 5:49:52,NE06,IA29IQS63679,1.0,NE,home
IJQ6910629,2020-11-7 6:49:51,KO08,IX01MVL33676,2.5,KO,home
WAV4953417,2020-11-7 6:57:25,GF00,WU78BMX13511,1.0,GF,home
NEX4965564,2020-11-7 7:16:24,KO00,QO77TFN61853,2.2,KO,home
TAP0972495,2020-11-7 7:20:26,MR05,RR98KQE80731,1.25,MR,home
UCY7125942,2020-11-7 7:25:12,KO00,RV87TIY76692,2.5,KO,home
ILC9581280,2020-11-7 8:16:44,EG06,DW44ZOO26361,2.5,EG,home
HFR7412144,2020-11-7 9:17:44,MR08,HR53SRO94328,13.0,MR,home
WLV2631365,2020-11-7 9:36:33,OO07,EG95RTB75032,2.2,NE,away
KHR6131913,2020-11-7 9:37:58,OO07,QX75YWC61835,2.5,OO,home
MIE2699220,2020-11-7 10:03:06,KO09,QO77TFN61853,2.2,KO,home
LZY7456222,2020-11-7 10:20:58,EG09,XE59BZM26378,2.5,EG,home
UDQ6632860,2020-11-7 10:31:39,KO01,CM15YCB60994,2.2,EG,away
ZBG2076869,2020-11-7 10:32:45,NE10,MP14WFM40909,1.5,GF,away
DBM7632658,2020-11-7 11:43:22,AO13,DP11ENT03275,3.1,AO,home
ESE7337932,2020-11-7 12:18:25,OO13,RK48BOP88344,2.8,OO,home
QUJ3337489,2020-11-7 13:16:07,EG10,IN99SEN20660,2.8,EG,home
OIX7451207,2020-11-7 13:58:03,AO00,ED51EWW52190,2.8,KO,away
BZJ3634199,2020-11-7 14:11:57,AO12,YL27IFD65117,2.0,AO,home
INR9932086,2020-11-7 14:43:47,EG09,QU94IGC75528,1.25,EG,home
CDW8479348,2020-11-7 14:55:47,MR01,BI87HYL81972,1.0,MR,home
ZIG1770219,2020-11-7 16:04:00,NE09,CK97FAU13897,2.0,GF,away
XWW0523446,2020-11-7 17:25:43,MR06,HR53SRO94328,13.0,MR,home
IZO9799976,2020-11-7 18:22:54,EG07,CM15YCB60994,2.0,EG,home
WWN4615848,2020-11-7 18:40:10,MR00,EZ65FLV39493,2.8,MR,home
BCX1534484,2020-11-7 20:50:33,GF00,LM86GYO69819,2.8,GF,home
TDA8108771,2020-11-7 21:11:11,AO11,PE73VJU23485,2.8,AO,home
RGJ2592165,2020-11-7 21:26:48,MR02,UA13YTK28483,2.8,MR,home
XDI9622210,2020-11-7 22:28:03,EG12,TV81MAQ99005,2.8,EG,home
DNX6994110,2020-11-7 23:03:56,GF00,KW50MJG67260,2.2,GF,home
VJT7885369,2020-11-7 23:11:50,NE08,EG95RTB75032,2.8,NE,home
WFK7837067,2020-11-7 23:24:11,MR03,UA13YTK28483,2.8,MR,home
LOF8953404,2020-11-7 23:34:34,NE13,EV77EDV52985,1.0,NE,home
CEB6930018,2020-11-7 23:41:30,NE08,VX68BAR38623,1.0,NE,home
VMC4599095,2020-11-8 0:07:56,NE16,OY94SZK34436,2.5,NE,home
ITA1109013,2020-11-8 0:18:51,KO00,DO24BCW15511,1.25,KO,home
LEC2347972,2020-11-8 1:02:01,MR00,TZ48CCW54765,2.0,EG,away
CCO6473137,2020-11-8 1:30:48,OO11,AT19HLV57173,2.8,OO,home
LJO6969800,2020-11-8 1:32:29,NE01,NO82BAX82566,3.1,NE,home
BMM9549351,2020-11-8 2:26:01,KO08,FL13UMN92207,2.2,KO,home
KQA7142914,2020-11-8 4:06:02,MR06,YX66XYW62640,1.25,GF,away
FKH9728614,2020-11-8 4:11:20,GF00,JE65QJK64802,2.8,GF,home
BZQ6670802,2020-11-8 4:37:22,GF00,BY85QGR11636,2.5,GF,home
IBW1738275,2020-11-8 4:48:51,EG08,EV77EDV52985,1.25,NE,away
WOU1717654,2020-11-8 5:09:16,MR01,UA13YTK28483,2.8,MR,home
RMX2745354,2020-11-8 5:39:55,MR03,UA13YTK28483,2.8,MR,home
KKX8789635,2020-11-8 6:56:26,MR06,BI87HYL81972,1.0,MR,home
TUR6185882,2020-11-8 7:07:21,AO13,PE73VJU23485,2.8,AO,home
RVF5083605,2020-11-8 9:19:30,NE08,OY94SZK34436,2.5,NE,home
WEE3655173,2020-11-8 9:39:39,OO02,EM54HQI58682,2.8,OO,home
GWK9434929,2020-11-8 10:17:32,AO05,SU00RDZ36214,2.8,AO,home
QBQ2536939,2020-11-8 10:34:50,GF00,BY85QGR11636,2.5,GF,home
MMM6857516,2020-11-8 11:58:06,OO00,LC72NRN52084,3.1,OO,home
GCV9428545,2020-11-8 12:30:07,AO17,JV67MTI17124,2.8,NE,away
DVH5997714,2020-11-8 12:34:46,KO06,IX01MVL33676,2.5,KO,home
DCS0153587,2020-11-8 12:45:07,AO08,MX39VOS38645,2.8,AO,home
MWE7499911,2020-11-8 13:13:51,MR07,HE38BQH01623,2.8,MR,home
TBD9421871,2020-11-8 14:15:42,EG09,XE59BZM26378,2.5,EG,home
HPI9615640,2020-11-8 14:58:03,EG08,LG64ARC91224,1.25,AO,away
FFC9664415,2020-11-8 15:21:26,KO00,HW75BKT77773,2.2,KO,home
DOP3979511,2020-11-8 16:10:48,KO03,AT19HLV57173,2.0,OO,away
HXT2049115,2020-11-8 16:34:16,NE02,UP28MBM38391,3.1,NE,home
TXB2507827,2020-11-8 17:38:37,MR00,RR98KQE80731,1.25,MR,home
NBR4777109,2020-11-8 18:27:00,OO12,IC95TLY24827,2.0,OO,home
KDH2320856,2020-11-8 19:26:53,OO01,JV67MTI17124,2.0,NE,away
XPI9598416,2020-11-8 20:10:16,OO01,VJ92OYV94295,2.5,OO,home
FSF5418905,2020-11-8 21:50:08,MR02,QN23UHH39091,2.8,MR,home
OYM6066086,2020-11-8 22:31:00,NE04,FL13UMN92207,2.0,KO,away
CXR7694955,2020-11-8 22:58:43,OO10,QR03XCJ37459,2.8,OO,home
VPV7171235,2020-11-9 1:32:48,AO01,HW75BKT77773,2.8,KO,away
OLJ7140980,2020-11-9 1:39:27,EG02,CR31GMR97972,1.5,EG,home
IEG1451897,2020-11-9 3:57:58,KO03,YL27IFD65117,2.0,AO,away
CPY0204595,2020-11-9 4:32:04,GF00,SL09NOT64494,2.5,GF,home
TLQ6184690,2020-11-9 4:32:58,EG05,CR31GMR97972,1.5,EG,home
GQS6422926,2020-11-9 4:51:46,OO01,BK77KNV91142,2.8,OO,home
MXC3437167,2020-11-9 5:00:39,KO01,DO24BCW15511,1.25,KO,home
NMK8251464,2020-11-9 6:04:30,AO15,CR31GMR97972,2.8,EG,away
VQE4225274,2020-11-9 6:40:44,OO09,VJ92OYV94295,2.5,OO,home
BUE4009557,2020-11-9 7:33:03,AO07,BZ76ROL87339,1.0,AO,home
RHR7380123,2020-11-9 7:54:08,NE02,LG64ARC91224,1.25,AO,away
WLT5400766,2020-11-9 10:04:37,EG04,CM15YCB60994,2.0,EG,home
ONK3764484,2020-11-9 11:47:30,AO10,PE73VJU23485,2.8,AO,home
RMZ4583949,2020-11-9 11:50:43,KO09,IX01MVL33676,2.5,KO,home
AYA4744371,2020-11-9 12:29:34,GF00,MA30QLI76818,2.5,GF,home
XAG8669333,2020-11-9 12:41:52,MR00,HE38BQH01623,1.0,MR,home
WUE3934234,2020-11-9 12:57:10,EG09,YH66OKD41942,3.1,KO,away
MBA4123511,2020-11-9 14:31:36,MR08,QW79CHL42244,2.2,KO,away
AGS6584771,2020-11-9 15:17:12,NE00,IA29IQS63679,1.0,NE,home
GLI0387030,2020-11-9 15:49:22,NE02,VX68BAR38623,1.5,NE,home
AVR2752100,2020-11-9 16:02:05,NE00,QO68DIC93032,1.5,MR,away
MFZ9155072,2020-11-9 16:30:50,MR06,QN23UHH39091,2.8,MR,home
EAR9611559,2020-11-9 16:42:18,EG02,CM15YCB60994,2.0,EG,home
LIY2572372,2020-11-9 17:52:59,AO04,DV04FQL29609,3.1,AO,home
OGB7660014,2020-11-9 18:12:22,OO00,RK48BOP88344,2.8,OO,home
BCP6755086,2020-11-9 18:39:10,KO09,QO77TFN61853,2.2,KO,home
SGH6678646,2020-11-9 18:46:01,MR00,QN23UHH39091,2.8,MR,home
FJW7298268,2020-11-9 19:45:52,GF00,PF04UCA93312,3.1,GF,home
ISW6039190,2020-11-9 20:58:58,KO07,KB55KTM48860,2.5,KO,home
GSJ2990716,2020-11-9 21:08:34,AO06,RR73DWB65452,2.8,AO,home
SMH6111465,2020-11-9 21:21:50,NE11,PM58XHX45588,1.5,NE,home
PQL5201476,2020-11-9 21:28:56,EG09,EC02LZC49528,2.8,EG,home
QJA4021862,2020-11-9 21:50:23,AO17,IW53OQE31439,2.8,EG,away
ISB9264768,2020-11-9 22:40:45,AO17,LG64ARC91224,13.0,AO,home
AOZ6325385,2020-11-9 23:48:09,EG01,QU94IGC75528,1.25,EG,home
PIW0283724,2020-11-10 0:10:40,NE13,EV77EDV52985,1.0,NE,home
ZPW2969119,2020-11-10 0:19:48,OO00,QR03XCJ37459,2.8,OO,home
ILN7529660,2020-11-10 1:24:22,KO04,WY00MLL63827,1.0,KO,home
NWY1003098,2020-11-10 2:25:36,OO05,QX75YWC61835,2.5,OO,home
NKV2750636,2020-11-10 3:23:32,MR04,NY14GZR94632,3.1,NE,away
WPQ1906139,2020-11-10 3:24:44,MR08,HE38BQH01623,2.8,MR,home
OEX3517249,2020-11-10 3:59:31,EG08,QU94IGC75528,1.25,EG,home
GER4864706,2020-11-10 4:41:11,NE06,IN99SEN20660,1.25,EG,away
UAA4779754,2020-11-10 4:43:35,KO07,IX01MVL33676,2.5,KO,home
BDZ1163795,2020-11-10 5:11:14,AO10,JV67MTI17124,2.8,NE,away
VUN2993330,2020-11-10 5:37:12,OO02,XF28DGK65250,2.8,GF,away
ILD4885508,2020-11-10 6:56:44,OO11,RK48BOP88344,2.8,OO,home
CRC9952618,2020-11-10 7:41:08,OO07,HR53SRO94328,2.5,MR,away
JOR2192038,2020-11-10 7:53:38,OO02,EE22TMX10817,2.0,OO,home
MIC4471460,2020-11-10 8:00:17,OO13,MA30QLI76818,2.8,GF,away
EPW8913175,2020-11-10 9:22:21,OO06,BM25PHF40639,2.2,AO,away
VFR6648287,2020-11-10 9:31:36,KO00,KB55KTM48860,2.5,KO,home
LHK9846075,2020-11-10 9:37:05,NE13,TE24LCO18661,2.0,EG,away
ISR8099710,2020-11-10 9:59:20,NE00,FY47TUN40300,1.0,NE,home
FNO5251457,2020-11-10 10:00:21,KO08,KB55KTM48860,2.5,KO,home
YFM6309596,2020-11-10 10:51:11,KO02,TV81MAQ99005,2.0,EG,away
NBJ8736921,2020-11-10 11:10:03,AO05,HR53SRO94328,2.8,MR,away
RPA4819424,2020-11-10 12:04:26,GF00,PF04UCA93312,3.1,GF,home
ISI4784338,2020-11-10 12:13:42,MR08,KF48RSD79865,2.8,MR,home
TXY4978805,2020-11-10 12:44:56,EG10,TV81MAQ99005,2.8,EG,home
ETU9169459,2020-11-10 14:17:24,MR00,QN23UHH39091,2.8,MR,home
WYV8625369,2020-11-10 14:46:47,MR01,PD45WOT56494,2.5,NE,away
DLY5345406,2020-11-10 16:01:24,GF00,MA30QLI76818,2.5,GF,home
EFB2480576,2020-11-10 16:46:29,MR05,EZ65FLV39493,2.8,MR,home
DMI4722276,2020-11-10 17:54:24,GF00,BY85QGR11636,2.5,GF,home
ILP2207753,2020-11-10 18:54:18,AO01,BM25PHF40639,13.0,AO,home
KXZ6374358,2020-11-10 19:33:59,NE11,QX75YWC61835,2.2,OO,away
DKE5885256,2020-11-10 19:34:41,NE16,JV67MTI17124,1.5,NE,home
OFT1184511,2020-11-10 20:00:58,OO04,IC95TLY24827,2.0,OO,home
UPX8792944,2020-11-10 20:18:28,KO04,WY00MLL63827,1.0,KO,home
TFA7176489,2020-11-10 20:45:37,EG04,HE38BQH01623,2.8,MR,away
QIH1669163,2020-11-10 21:08:55,KO07,JO50FSF60755,2.2,KO,home
XAK8762577,2020-11-10 21:41:10,NE01,FY47TUN40300,1.0,NE,home
SUE4368653,2020-11-10 22:13:53,NE05,NZ35XLQ89678,1.5,NE,home
DLM4802008,2020-11-10 22:56:37,EG07,TV81MAQ99005,2.8,EG,home
IUG0441883,2020-11-10 23:02:48,KO01,DW44ZOO26361,2.0,EG,away
GJB7414731,2020-11-10 23:14:03,KO07,IX01MVL33676,2.5,KO,home
FEN2610809,2020-11-11 0:31:42,EG10,VX68BAR38623,2.5,NE,away
ERF7765825,2020-11-11 1:24:51,AO15,OC94ASJ72024,1.0,AO,home
VOG0980791,2020-11-11 1:52:28,AO09,OC94ASJ72024,1.0,AO,home
FNG1091769,2020-11-11 2:21:39,EG09,IC95TLY24827,2.8,OO,away
ZVS5403663,2020-11-11 3:19:49,AO03,PE73VJU23485,2.8,AO,home
QDP3627153,2020-11-11 4:23:25,GF00,HR53SRO94328,13.0,MR,away
